num|DIRECCION|CALLE|COMUNA|REGION
182|LOS ROSALES, 1076, MELIPILLA, Metropolitana de Santiago|LOS ROSALES|MELIPILLA|METROPOLITANA DE SANTIAGO
183|FRANCISCO COLOANE, 238, 6300182, VILLARRICA, Los Lagos|FRANCISCO COLOANE|['CASTRO']|LOS LAGOS
184|PSJE LOS VEDUINOS, 51466, MAIPU, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|MAIPU|METROPOLITANA DE SANTIAGO
185|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, ARAUCO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
186|PASAJE EUSEBIO GARCIA, SNV.0, MAFIL, Los Ríos|DIRECCIÓN DESCONOCIDA|MAFIL|LOS RIOS
187|CALLE DEL REY, 85, 502530, VALPARAISO, Valparaíso|CALLE DEL REY|VALPARAISO|VALPARAISO
188|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
189|AVENIDA AMERICO VESPUCIO, 03040, 32000475, LO ESPEJO, Metropolitana de Santiago|AVENIDA AMERICO VESPUCIO|LO ESPEJO|METROPOLITANA DE SANTIAGO
190|AVENIDA PROVIDENCIA, 119, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
191|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1479, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
192|JULIO CESAR , 11465, SAN BERNARDO, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|SAN BERNARDO|METROPOLITANA DE SANTIAGO
193|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, OLIVAR, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
194|AVENIDA PROVIDENCIA, 119, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
195|AVENIDA BENJAMIN VICUNA MACKENNA, 256, OVALLE, Coquimbo|AVENIDA BENJAMIN VICUNA MACKENNA|OVALLE|COQUIMBO
196|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1479, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
197|LOS ROBLES , 1435, RENGO, Lib. Gral. Bernardo O'Higgins|LOS ROBLES|RENGO|LIBERTADOR GENERAL BERNARDO O HIGGINS
198|camino la puntilla sector santa adriana, 1, 34100359, EL MONTE, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|EL MONTE|METROPOLITANA DE SANTIAGO
199|TIL TIL, 01224, 1700966, RANCAGUA, Lib. Gral. Bernardo O'Higgins|TIL TIL|RANCAGUA|LIBERTADOR GENERAL BERNARDO O HIGGINS
200|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, TALCA, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
201|AVENIDA PROVIDENCIA, 119, 33200379, EL QUISCO, Metropolitana de Santiago|AVENIDA PROVIDENCIA|['PROVIDENCIA', 'MAIPU']|METROPOLITANA DE SANTIAGO
202|WADDINGTON, 478, VALPARAISO, Valparaíso|WADDINGTON|VALPARAISO|VALPARAISO
203|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1483, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
204|AVENIDA PROVIDENCIA, 119, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
205|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1483, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
206|AVENIDA PROVIDENCIA, 119, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
207|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
208|RAFAEL ALDERETE, 280, RIO NEGRO, Los Lagos|RAFAEL ALDERETE|RIO NEGRO|LOS LAGOS
209|AVENIDA AMERICO VESPUCIO, 0.2947, LO ESPEJO, Metropolitana de Santiago|AVENIDA AMERICO VESPUCIO|LO ESPEJO|METROPOLITANA DE SANTIAGO
210|NEPTUNO, 0.97, ESTACION CENTRAL, Metropolitana de Santiago|NEPTUNO|ESTACION CENTRAL|METROPOLITANA DE SANTIAGO
211|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1465, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
212|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1493, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
213|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1427, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
214|LUIS SEGUER,  421, QUILICURA, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|QUILICURA|METROPOLITANA DE SANTIAGO
215|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1439, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
216|ROBINSON CRUSOE, 508, 3800752, SAN ANTONIO, Valparaíso|ROBINSON CRUSOE|SAN ANTONIO|VALPARAISO
217|EL SEMBRADOR, 580, TEMUCO, La Araucanía|EL SEMBRADOR|TEMUCO|LA ARAUCANIA
218|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, OLIVAR, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
219|PADRE HURTADO, 05, LEBU, Biobío|DIRECCIÓN DESCONOCIDA|LEBU|BIO BIO
220|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1465, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
221|CLAUDIO CANSINO, 17, SANTA CRUZ, Lib. Gral. Bernardo O'Higgins|CLAUDIO CANSINO|SANTA CRUZ|LIBERTADOR GENERAL BERNARDO O HIGGINS
222|CALLE DEGUSLAVIA, 231, HUALPEN, Biobío|DIRECCIÓN DESCONOCIDA|HUALPEN|BIO BIO
223|IGNACIO SERRANO, 239, 700376, OVALLE, Coquimbo|IGNACIO SERRANO|OVALLE|COQUIMBO
224|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, PUDAHUEL, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|PUDAHUEL|METROPOLITANA DE SANTIAGO
225|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1427, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
226|ARAUCO, 609, 1500476, CHILLAN, Ñuble|DIRECCIÓN DESCONOCIDA|CHILLAN VIEJO|NUBLE
227|PASAJE ABBIA, 1148, CONCEPCION, Biobío|DIRECCIÓN DESCONOCIDA|CONCEPCION|BIO BIO
228|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1479, 34100359, RANCAGUA, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
229|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1483, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
230|CUINCO ALTO , SN, LA UNION, Los Ríos|DIRECCIÓN DESCONOCIDA|LA UNION|LOS RIOS
231|CARMEN, 110, SANTIAGO, Metropolitana de Santiago|CARMEN|SANTIAGO|METROPOLITANA DE SANTIAGO
232|SIETE ORIENTE, 1164, TALCA, Maule|SIETE ORIENTE|TALCA|MAULE
233|PASAJE FARO DUNGENES, 0.3488, TEMUCO, La Araucanía|PASAJE FARO DUNGENES|TEMUCO|LA ARAUCANIA
234|LOS FRANCOS , 5430, MAIPU, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|MAIPU|METROPOLITANA DE SANTIAGO
235|PASEO HUERFANOS, 518, 34100256, SANTIAGO, Metropolitana de Santiago|PASEO HUERFANOS|SANTIAGO|METROPOLITANA DE SANTIAGO
236|NAWELL, 490, CURANILAHUE, Biobío|NAWELL|CURANILAHUE|BIO BIO
237|AVENIDA DEL PARQUE, 4928, OF 226, HUECHURABA, Metropolitana de Santiago|AVENIDA DEL PARQUE|HUECHURABA|METROPOLITANA DE SANTIAGO
238|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1409, 34100359, ABarrio, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
239|MAPOCHO,2565,22,Metropolitana de Santiag|MAPOCHO|['RENCA', 'CERRO NAVIA', 'SANTIAGO', 'EL MONTE', 'QUINTA NORMAL', 'PUDAHUEL']|METROPOLITANA DE SANTIAGO
240|MANITOBA, 8475, 33600502, PUDAHUEL, Metropolitana de Santiago|MANITOBA|PUDAHUEL|METROPOLITANA DE SANTIAGO
241|MANUEL RODRIGUEZ, 163, NUEVA IMPERIAL, La Araucanía|MANUEL RODRIGUEZ|NUEVA IMPERIAL|LA ARAUCANIA
242|PASAJE QUILLAY PONIENTE, 2460, 29600570, LAMPA, Metropolitana de Santiago|PASAJE QUILLAY PONIENTE|LAMPA|METROPOLITANA DE SANTIAGO
243|ENRIQUE MAC IVER, 524, SANTIAGO, Metropolitana de Santiago|ENRIQUE MAC IVER|SANTIAGO|METROPOLITANA DE SANTIAGO
244|PASAJE ARTURO PRAT CHACON, 1304, PADRE HURTADO, Metropolitana de Santiago|PASAJE ARTURO PRAT CHACON|PADRE HURTADO|METROPOLITANA DE SANTIAGO
245|PASAJE JUAN FLORES SUAREZ, 799, 33900207, PENAFLOR, Metropolitana de Santiago|PASAJE JUAN FLORES SUAREZ|PENAFLOR|METROPOLITANA DE SANTIAGO
246|TUCAPEL JIMENEZ ALFARO, 1156, PUERTO MONTT, Los Lagos|TUCAPEL JIMENEZ ALFARO|PUERTO MONTT|LOS LAGOS
247|PASAJE ESCRITOR CARLOS LEYTON, 3014, LA SERENA, Coquimbo|PASAJE ESCRITOR CARLOS LEYTON|LA SERENA|COQUIMBO
248|ALMIRANTE SENORET, 151, 500564, VALPARAISO, Valparaíso|ALMIRANTE SENORET|VALPARAISO|VALPARAISO
249|DIEGO PORTALES, 915, PAILLACO, Los Ríos|DIEGO PORTALES|PAILLACO|LOS RIOS
250|PASAJE MAESTRA RURAL, 205, SAN VICENTE, Lib. Gral. Bernardo O'Higgins|PASAJE MAESTRA RURAL|SAN VICENTE|LIBERTADOR GENERAL BERNARDO O HIGGINS
251|MANUEL BULNES , 162, YUMBEL, Biobío|DIRECCIÓN DESCONOCIDA|YUMBEL|BIO BIO
252|PASAJE CUATRO, 940, QUILPUE, Valparaíso|PASAJE CUATRO|QUILPUE|VALPARAISO
253|PASAJE 2, 408, NINHUE, Biobío|PASAJE EL RIO|['CANETE']|BIO BIO
254|PASEO ESTADO, 120, SANTIAGO, Metropolitana de Santiago|PASEO ESTADO|SANTIAGO|METROPOLITANA DE SANTIAGO
255|MARIA LUISA BOMBAL, 725, MAIPU, Metropolitana de Santiago|MARIA LUISA BOMBAL|MAIPU|METROPOLITANA DE SANTIAGO
256|SARGENTO ALDEA, 1150, AISEN, Aisén del Gral. Carlos Ibáñez del Campo|DIRECCIÓN DESCONOCIDA|RIO IBANEZ|AISEN DEL GENERAL CARLOS IBANEZ DEL CAMPO
257|pasaje guindo, 5, SANTA CRUZ, Lib. Gral. Bernardo O'Higgins|PASAJE GUINDO|SANTA CRUZ|LIBERTADOR GENERAL BERNARDO O HIGGINS
258|PASAJE EL PETRA, 1238, RANCAGUA, Lib. Gral. Bernardo O'Higgins|PASAJE EL PETRA|RANCAGUA|LIBERTADOR GENERAL BERNARDO O HIGGINS
259|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1439, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
260|PASAJE LOS RETAMOS, 788, COQUIMBO, Coquimbo|PASAJE LOS RETAMOS|COQUIMBO|COQUIMBO
261|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
262|CALLE VIAL , 68, VINA DEL MAR, Valparaíso|DIRECCIÓN DESCONOCIDA|VINA DEL MAR|VALPARAISO
263|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1427, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
264|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1479, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
265|SOTOMAYOR, 1460-A, IQUIQUE, Tarapacá|SOTOMAYOR|IQUIQUE|TARAPACA
266|PASAJE HAMBURGO, 2056, MAIPU, Metropolitana de Santiago|PASAJE HAMBURGO|MAIPU|METROPOLITANA DE SANTIAGO
267|CALUCHE, SNV.0, PICHIDEGUA, Lib. Gral. Bernardo O'Higgins|DIRECCIÓN DESCONOCIDA|PICHIDEGUA|LIBERTADOR GENERAL BERNARDO O HIGGINS
268|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1439, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
269|SANMIGUELDEAULEMO, 0, SAN CARLOS, Ñuble|DIRECCIÓN DESCONOCIDA|SAN CARLOS|NUBLE
270|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
271|PASAJE DIAZ, 15, VALPARAISO, Valparaíso|PASAJE DIAZ|VALPARAISO|VALPARAISO
272|MANIO, 67, 34500204, MANIO 70, CONCON, Valparaíso|MANIO|CONCON|VALPARAISO
273|ODOGTOLOGO JAIME CABALLERO ESPINOSA, 2922, CATEMU, Valparaíso|DIRECCIÓN DESCONOCIDA|CATEMU|VALPARAISO
274|TOMAS DE BERLANZA, 14029, SAN BERNARDO, Metropolitana de Santiago|TOMAS DE BERLANZA|SAN BERNARDO|METROPOLITANA DE SANTIAGO
275|RIO CALLE CALLE, 4075, VALDIVIA, Los Ríos|RIO CALLE CALLE|VALDIVIA|LOS RIOS
276|COQUIMBO, 252, CHILLAN, Ñuble|DIRECCIÓN DESCONOCIDA|CHILLAN VIEJO|NUBLE
277|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, OSORNO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
278|FRESIA, 1220, VILLARRICA, La Araucanía|FRESIA|VILLARRICA|LA ARAUCANIA
279|TRECE SUR, 61, TALCA, Maule|TRECE SUR|TALCA|MAULE
280|AVENIDA PROVIDENCIA, 119, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
281|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1493, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
282|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1479, 34100359, PROVIDENCIA, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
283|PASAJE SANTA MARIA, 692, PENAFLOR, Metropolitana de Santiago|PASAJE SANTA MARIA|PENAFLOR|METROPOLITANA DE SANTIAGO
284|CALLE MANUEL SALINAS , 205, LAMPA, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|LAMPA|METROPOLITANA DE SANTIAGO
285|LAS HERAS, 138, 201358, CONCEPCION, Biobío|LAS HERAS|CONCEPCION|BIO BIO
286|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1465, 34100359, VALLENAR, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
287|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, LO BARNECHEA, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|LO BARNECHEA|METROPOLITANA DE SANTIAGO
288|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1485, 34100359, RANCAGUA, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
289|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1465, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
290|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
291|LOS FRESNOS, 1380, 34100359, HUECHURABA, Metropolitana de Santiago|LOS FRESNOS|HUECHURABA|METROPOLITANA DE SANTIAGO
292|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, VINA DEL MAR, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
293|UNO NORTE, 1951, TALCA, Maule|UNO NORTE|TALCA|MAULE
294|EL TENIENTE, 24, MACHALI, Lib. Gral. Bernardo O'Higgins|EL TENIENTE|MACHALI|LIBERTADOR GENERAL BERNARDO O HIGGINS
295|PASAJE SAN MARCOS, 882, CASABLANCA, Valparaíso|PASAJE SAN MARCOS|CASABLANCA|VALPARAISO
296|AVENIDA CIRCUNVALACION, 2686, VALDIVIA, Los Ríos|AVENIDA CIRCUNVALACION|VALDIVIA|LOS RIOS
297|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
298|MANUEL RODRIGUEZ, 752, TEMUCO, La Araucanía|MANUEL RODRIGUEZ|TEMUCO|LA ARAUCANIA
299|AVENIDA LOS PAJARITOS, 2292, MAIPU, Metropolitana de Santiago|AVENIDA PAJARITOS|MAIPU|METROPOLITANA DE SANTIAGO
300|AVENIDA COSTANERA, 7488, 407, SAN PEDRO DE LA PAZ, Biobío|AVENIDA COSTANERA|SAN PEDRO DE LA PAZ|BIO BIO
301|LAS PATAGUAS, 363, VALPARAISO, Valparaíso|LAS PATAGUAS|VALPARAISO|VALPARAISO
302|PASAJE CLAUDIO MATTE, 0.193, BUIN, Metropolitana de Santiago|PASAJE CLAUDIO MATTE|BUIN|METROPOLITANA DE SANTIAGO
303|LOS MUEBLISTAS, 6235, PENALOLEN, Metropolitana de Santiago|LOS MUEBLISTAS|PENALOLEN|METROPOLITANA DE SANTIAGO
304|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1479, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
305|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1483, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
306|UNO ORIENTE, 664, 2800697, CORONEL, Biobío|UNO ORIENTE|CORONEL|BIO BIO
307|ROMAN CANADA, 54, AISEN, Aisén del Gral. Carlos Ibáñez del Campo|DIRECCIÓN DESCONOCIDA|RIO IBANEZ|AISEN DEL GENERAL CARLOS IBANEZ DEL CAMPO
308|SAN JOSE, 1312, 4000755, VILLA ALEMANA, Valparaíso|SAN JOSE|VILLA ALEMANA|VALPARAISO
309|HERMANAS SOLARI, 33, 4200860, QUILLOTA, Valparaíso|HERMANAS SOLARI|QUILLOTA|VALPARAISO
310|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1483, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
311|MARCHANT PEREIRA, 10, 33200089, SANTIAGO, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|SANTIAGO|METROPOLITANA DE SANTIAGO
312|LAS CONSTELACIONES, 4032, MACUL, Metropolitana de Santiago|LAS CONSTELACIONES|MACUL|METROPOLITANA DE SANTIAGO
313|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1483, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
314|PASAJE VICHUQUEN, 1058, MAIPU, Metropolitana de Santiago|PASAJE VICHUQUEN|MAIPU|METROPOLITANA DE SANTIAGO
315|CINCO DE ABRIL , 985, CHILLAN, Biobío|CINCO DE ABRIL|['CURANILAHUE', 'CORONEL', 'CONCEPCION', 'LOS ANGELES', 'CHIGUAYANTE']|BIO BIO
316| VILLA EL PORTA, 177, 31, MELIPILLA, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|MELIPILLA|METROPOLITANA DE SANTIAGO
317|PASAJE ECLIPSE, 624-A, PUDAHUEL, Metropolitana de Santiago|PASAJE ECLIPSE|PUDAHUEL|METROPOLITANA DE SANTIAGO
318|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1483, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
319|AVENIDA TOME, 0.685, LA GRANJA, Metropolitana de Santiago|AVENIDA TOME|LA GRANJA|METROPOLITANA DE SANTIAGO
320|TRIWE, 235, 11, 503046, VALPARAISO, Valparaíso|TRIWE|VALPARAISO|VALPARAISO
321|PORVENIR PSAJE 19, 2939, CHIGUAYANTE, Biobío|DIRECCIÓN DESCONOCIDA|CHIGUAYANTE|BIO BIO
322|ALCALDE FLORES, 2021, PEDRO AGUIRRE CERDA, Metropolitana de Santiago|ALCALDE FLORES|PEDRO AGUIRRE CERDA|METROPOLITANA DE SANTIAGO
323|LAS TORCAZAS, 596, OVALLE, Coquimbo|LAS TORCAZAS|OVALLE|COQUIMBO
324|LA FLORIDA, 214, ANTOFAGASTA, Antofagasta|LA FLORIDA|ANTOFAGASTA|ANTOFAGASTA
325|CIRUJANO VIDELA, 73, PUNTA ARENAS, Magallanes y de la Antártica Chilena|CIRUJANO VIDELA|PUNTA ARENAS|MAGALLANES Y DE LA ANTARTICA CHILENA
326|SALVADOR ALLENDE , 1315, IQUIQUE, Tarapacá|DIRECCIÓN DESCONOCIDA|IQUIQUE|TARAPACA
327|CENTRAL, 3071, SAN PEDRO DE LA PAZ, Biobío|CENTRAL|SAN PEDRO DE LA PAZ|BIO BIO
328|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1479, 34100359, TEMUCO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
329|PASAJE PEDRO MONDACA, 8449, 1800446, ANTOFAGASTA, Antofagasta|PASAJE PEDRO MONDACA|ANTOFAGASTA|ANTOFAGASTA
330|GABRIELA MISTRAL, 327-B, VINA DEL MAR, Valparaíso|GABRIELA MISTRAL|VINA DEL MAR|VALPARAISO
331|ESTUDIANTE NAVARRO, 1934, RECOLETA, Metropolitana de Santiago|ESTUDIANTE NAVARRO|RECOLETA|METROPOLITANA DE SANTIAGO
332|RIO COLORADO, 446, VICUNA, Coquimbo|DIRECCIÓN DESCONOCIDA|VICUNA|COQUIMBO
333|PASAJE RIO MALLECO, 1642, 34900397, PADRE LAS CASAS, La Araucanía|PASAJE RIO MALLECO|PADRE LAS CASAS|LA ARAUCANIA
334|FRAY GIL DE SAN NICOLAS, 3368, COPIAPO, Atacama|FRAY GIL DE SAN NICOLAS|COPIAPO|ATACAMA
335|PROGRESO, 326, SAN JOAQUIN, Metropolitana de Santiago|PROGRESO|SAN JOAQUIN|METROPOLITANA DE SANTIAGO
336|PASAJE EL DESBROTE, 0.483, BUIN, Metropolitana de Santiago|PASAJE EL DESBROTE|BUIN|METROPOLITANA DE SANTIAGO
337|PASAJE LOS ALAMOS, 0.5, LIMACHE, Valparaíso|PASAJE LOS ALAMOS|LIMACHE|VALPARAISO
338|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, RANCAGUA, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
339|AVENIDA DIEGO PORTALES, 1140, LOS ALAMOS, Biobío|AVENIDA DIEGO PORTALES|LOS ALAMOS|BIO BIO
340|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1465, 34100359, PUERTO MONTT, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
